v,nu,n,alpha,contam,s,KSstats,ADstats,h
2,3,1261,0.075,,,1.132580471,0.253390065,1166
2,3,1261,0.1,,,1.086968528,0.218787275,1135
2,3,1261,0.125,,,1.043779663,0.196320936,1103
2,3,1261,0.15,,,1.009627299,0.181382103,1072
2,3,1261,0.175,,,0.985016169,0.167280004,1040
2,3,1261,0.2,,,0.966889364,0.156268035,1009
2,3,1261,0.225,,,0.958287489,0.151428566,977
2,3,1261,0.25,,,0.936858336,0.148382293,946
2,3,1261,0.375,,,0.998962082,0.166693317,789
2,3,1261,0.5,,,1.182916163,0.250267505,632
2,3,1588,0,,,3.245880253,4.420610271,1588
2,3,1588,0.005,,,1.643637701,0.790191009,1580
2,3,1588,0.01,,,1.51075971,0.602313735,1572
2,3,1588,0.015,,,1.424809042,0.523603405,1564
2,3,1588,0.02,,,1.363210758,0.464079842,1556
2,3,1588,0.025,,,1.326513026,0.416321275,1548
2,3,1588,0.05,,,1.205287963,0.302728562,1508
2,3,1588,0.075,,,1.126079711,0.252279299,1469
2,3,1588,0.1,,,1.088079019,0.220850906,1429
2,3,1588,0.125,,,1.045886372,0.197311404,1389
2,3,1588,0.15,,,1.012420193,0.180176885,1350
2,3,1588,0.175,,,0.97735952,0.169698301,1310
2,3,1588,0.2,,,0.959149399,0.159625589,1270
2,3,1588,0.225,,,0.951581079,0.152772099,1231
2,3,1588,0.25,,,0.929682847,0.14837557,1191
2,3,1588,0.375,,,0.974681161,0.16548149,993
2,3,1588,0.5,,,1.158006969,0.250846548,795
2,3,2000,0,,,3.357834957,4.87559088,2000
2,3,2000,0.005,,,1.651023026,0.800108764,1990
2,3,2000,0.01,,,1.493060589,0.611319718,1980
2,3,2000,0.015,,,1.398059523,0.510728304,1970
2,3,2000,0.02,,,1.351179753,0.441962053,1960
2,3,2000,0.025,,,1.315265904,0.405073521,1950
2,3,2000,0.05,,,1.186892728,0.306628425,1900
2,3,2000,0.075,,,1.127126444,0.24933378,1850
2,3,2000,0.1,,,1.060830851,0.211958955,1800
2,3,2000,0.125,,,1.024467009,0.1899401,1750
2,3,2000,0.15,,,0.99972521,0.175900821,1700
2,3,2000,0.175,,,0.972760951,0.162333921,1650
2,3,2000,0.2,,,0.954214836,0.154711028,1600
2,3,2000,0.225,,,0.942603021,0.148977904,1550
2,3,2000,0.25,,,0.940363627,0.145712068,1500
2,3,2000,0.375,,,0.993252279,0.164240538,1250
2,3,2000,0.5,,,1.158459459,0.242330674,1001
2,4,50,0,,,1.473934234,0.639619337,50
2,4,50,0.005,,,1.415594342,0.519545313,49
2,4,50,0.01,,,1.285836035,0.397531482,49
2,4,50,0.015,,,1.204911707,0.342159218,49
2,4,50,0.02,,,1.159930697,0.318621134,49
2,4,50,0.025,,,1.223460509,0.32581684,48
2,4,50,0.05,,,1.115842084,0.248651012,47
2,4,50,0.075,,,1.071367691,0.211212083,46
2,4,50,0.1,,,1.051940617,0.195654846,45
2,4,50,0.125,,,1.056078924,0.190905354,44
2,4,50,0.15,,,1.132578417,0.184890069,42
2,4,50,0.175,,,1.148675283,0.182544637,41
2,4,50,0.2,,,1.171766765,0.186397397,40
2,4,50,0.225,,,1.192000472,0.197752345,39
2,4,50,0.25,,,1.236969134,0.21083432,38
2,4,50,0.375,,,1.577119134,0.389882376,32
2,4,50,0.5,,,2.275727913,1.015972752,26
2,4,63,0,,,1.503701882,0.661660571,63
2,4,63,0.005,,,1.396484708,0.519702074,62
2,4,63,0.01,,,1.274645497,0.394303466,62
2,4,63,0.015,,,1.200340172,0.355191234,62
2,4,63,0.02,,,1.242796913,0.353286839,61
2,4,63,0.025,,,1.186283546,0.31027523,61
2,4,63,0.05,,,1.101506175,0.251833264,60
2,4,63,0.075,,,1.07753193,0.216044866,58
2,4,63,0.1,,,1.039883601,0.200869012,57
2,4,63,0.125,,,1.048112868,0.182685512,55
2,4,63,0.15,,,1.059765488,0.179968037,54
2,4,63,0.175,,,1.094205949,0.178032193,52
2,4,63,0.2,,,1.097905402,0.180082219,51
2,4,63,0.225,,,1.152356694,0.189191168,49
2,4,63,0.25,,,1.16979241,0.192512441,48
2,4,63,0.375,,,1.531664195,0.353827874,40
2,4,63,0.5,,,2.009195095,0.761077662,33
2,4,79,0,,,1.531043148,0.69362035,79
2,4,79,0.005,,,1.400510469,0.494498701,78
2,4,79,0.01,,,1.266407871,0.393485351,78
2,4,79,0.015,,,1.300177075,0.395981643,77
2,4,79,0.02,,,1.205799209,0.332444439,77
2,4,79,0.025,,,1.152326318,0.306757987,77
2,4,79,0.05,,,1.081648715,0.247703317,75
2,4,79,0.075,,,1.049414289,0.214989931,73
2,4,79,0.1,,,1.040486939,0.197509963,71
2,4,79,0.125,,,1.022912253,0.185589639,69
2,4,79,0.15,,,1.017481591,0.175366604,67
2,4,79,0.175,,,1.043353479,0.172438506,65
2,4,79,0.2,,,1.071550365,0.17184764,63
2,4,79,0.225,,,1.122235217,0.181177756,61
2,4,79,0.25,,,1.093111595,0.180666793,60
2,4,79,0.375,,,1.405597836,0.317734573,50
2,4,79,0.5,,,1.865554525,0.694616783,41
2,4,100,0,,,1.587513919,0.771560822,100
2,4,100,0.005,,,1.388090085,0.498034594,99
2,4,100,0.01,,,1.263249058,0.401705055,99
2,4,100,0.015,,,1.267084431,0.377193814,98
2,4,100,0.02,,,1.197366078,0.336137005,98
2,4,100,0.025,,,1.195563245,0.32469779,97
2,4,100,0.05,,,1.087510619,0.254426656,95
2,4,100,0.075,,,1.056514732,0.220941681,92
2,4,100,0.1,,,1.025600838,0.200937238,90
2,4,100,0.125,,,1.018928496,0.18515188,87
2,4,100,0.15,,,1.007987574,0.172456452,85
2,4,100,0.175,,,1.026942503,0.171158335,82
2,4,100,0.2,,,1.024466048,0.16844953,80
2,4,100,0.225,,,1.078437267,0.174561875,77
2,4,100,0.25,,,1.08752042,0.176996994,75
2,4,100,0.375,,,1.354286614,0.282041086,63
2,4,100,0.5,,,1.828453876,0.666843951,51
2,4,126,0,,,1.629468028,0.797236752,126
2,4,126,0.005,,,1.360366616,0.479824517,125
2,4,126,0.01,,,1.330041615,0.423090211,124
2,4,126,0.015,,,1.22910207,0.354095594,124
2,4,126,0.02,,,1.208504002,0.330382415,123
2,4,126,0.025,,,1.207601274,0.331162759,122
2,4,126,0.05,,,1.115129571,0.257603648,119
2,4,126,0.075,,,1.056798558,0.219555308,116
2,4,126,0.1,,,1.020217192,0.200470357,113
2,4,126,0.125,,,0.999882426,0.184818176,110
2,4,126,0.15,,,0.990232052,0.177044047,107
2,4,126,0.175,,,0.98779016,0.165358279,104
2,4,126,0.2,,,1.002374784,0.159932209,101
2,4,126,0.225,,,1.009681371,0.163577052,98
2,4,126,0.25,,,1.024439849,0.165559971,95
2,4,126,0.375,,,1.312165697,0.267815741,79
2,4,126,0.5,,,1.72564628,0.596019728,64
2,4,158,0,,,1.652414651,0.818196689,158
2,4,158,0.005,,,1.345119251,0.473093761,157
2,4,158,0.01,,,1.289796239,0.412196632,156
2,4,158,0.015,,,1.24851641,0.374698064,155
2,4,158,0.02,,,1.233261328,0.357586306,154
2,4,158,0.025,,,1.176148968,0.321754305,154
2,4,158,0.05,,,1.104336378,0.257309239,150
2,4,158,0.075,,,1.062881957,0.219987887,146
2,4,158,0.1,,,1.023764429,0.203758621,142
2,4,158,0.125,,,0.994730448,0.184993493,138
2,4,158,0.15,,,0.992464039,0.175829967,134
2,4,158,0.175,,,0.986858453,0.170312054,130
2,4,158,0.2,,,0.997882179,0.165585208,126
2,4,158,0.225,,,1.007749223,0.165520702,122
2,4,158,0.25,,,1.002449839,0.163561164,119
2,4,158,0.375,,,1.248201527,0.238479024,99
2,4,158,0.5,,,1.632844935,0.538210517,80
2,4,199,0,,,1.714320935,0.931974511,199
2,4,199,0.005,,,1.399570664,0.530262629,198
2,4,199,0.01,,,1.303280314,0.452005311,197
2,4,199,0.015,,,1.259968295,0.395226779,196
2,4,199,0.02,,,1.218272486,0.356433628,195
2,4,199,0.025,,,1.194154247,0.329562975,194
2,4,199,0.05,,,1.117572219,0.255258,189
2,4,199,0.075,,,1.059880302,0.218202334,184
2,4,199,0.1,,,1.026655929,0.195336194,179
2,4,199,0.125,,,1.001739959,0.181336758,174
2,4,199,0.15,,,0.993101367,0.17034448,169
2,4,199,0.175,,,0.983291253,0.166327099,164
2,4,199,0.2,,,0.99495927,0.1634272,159
2,4,199,0.225,,,0.994404934,0.162185489,154
2,4,199,0.25,,,0.999924032,0.161437177,150
2,4,199,0.375,,,1.185973029,0.227145402,125
2,4,199,0.5,,,1.517654756,0.446109253,101
2,4,251,0,,,1.668764419,0.885302263,251
2,4,251,0.005,,,1.396173254,0.504184116,249
2,4,251,0.01,,,1.30003301,0.406176318,248
2,4,251,0.015,,,1.242663098,0.359082786,247
2,4,251,0.02,,,1.200565727,0.33509837,246
2,4,251,0.025,,,1.204058139,0.316289797,244
2,4,251,0.05,,,1.112012636,0.253797625,238
2,4,251,0.075,,,1.055210962,0.222828133,232
2,4,251,0.1,,,1.013727716,0.197442599,226
2,4,251,0.125,,,0.970501252,0.17864819,220
2,4,251,0.15,,,0.968719861,0.169492896,213
2,4,251,0.175,,,0.949335156,0.159887541,207
2,4,251,0.2,,,0.948971057,0.155774195,201
2,4,251,0.225,,,0.950499276,0.153788567,195
2,4,251,0.25,,,0.951913327,0.154490042,189
2,4,251,0.375,,,1.114679961,0.201588599,158
2,4,251,0.5,,,1.473437174,0.420266851,127
2,4,316,0,,,1.727620161,0.946824835,316
2,4,316,0.005,,,1.378448215,0.501171284,314
2,4,316,0.01,,,1.328578246,0.427735511,312
2,4,316,0.015,,,1.251197265,0.375153819,311
2,4,316,0.02,,,1.233300997,0.353328006,309
2,4,316,0.025,,,1.200345715,0.319182529,308
2,4,316,0.05,,,1.112670049,0.255895272,300
2,4,316,0.075,,,1.059121913,0.227872934,292
2,4,316,0.1,,,1.027884157,0.205325401,284
2,4,316,0.125,,,0.995405714,0.190975323,276
2,4,316,0.15,,,0.971464628,0.17631372,268
2,4,316,0.175,,,0.949439173,0.166083464,261
2,4,316,0.2,,,0.948207404,0.161480714,253
2,4,316,0.225,,,0.95129173,0.159083847,245
2,4,316,0.25,,,0.963758299,0.158647779,237
2,4,316,0.375,,,1.148159241,0.212623138,198
2,4,316,0.5,,,1.459660352,0.404634811,159
2,4,398,0,,,1.762676345,1.000203807,398
2,4,398,0.005,,,1.387258634,0.507418696,396
2,4,398,0.01,,,1.301200928,0.426714566,394
2,4,398,0.015,,,1.264190477,0.384815391,392
2,4,398,0.02,,,1.236645832,0.34830098,390
2,4,398,0.025,,,1.210157141,0.324041048,388
2,4,398,0.05,,,1.107751855,0.249678985,378
2,4,398,0.075,,,1.056910828,0.217070664,368
2,4,398,0.1,,,1.028408296,0.198066021,358
2,4,398,0.125,,,1.002872459,0.186984687,348
2,4,398,0.15,,,0.984263138,0.178141035,338
2,4,398,0.175,,,0.967906497,0.170528395,328
2,4,398,0.2,,,0.96513509,0.163815418,318
2,4,398,0.225,,,0.960850446,0.159609755,308
2,4,398,0.25,,,0.959228906,0.160514684,299
2,4,398,0.375,,,1.121504921,0.204330155,249
2,4,398,0.5,,,1.402600103,0.383501224,200
2,4,501,0,,,1.841167859,1.109779097,501
2,4,501,0.005,,,1.413317269,0.524787895,498
2,4,501,0.01,,,1.311726673,0.419178134,496
2,4,501,0.015,,,1.287828943,0.389724591,493
2,4,501,0.02,,,1.237541452,0.352629114,491
2,4,501,0.025,,,1.219275819,0.327364652,488
2,4,501,0.05,,,1.127181089,0.258210911,476
2,4,501,0.075,,,1.07848775,0.222703454,463
2,4,501,0.1,,,1.03488321,0.202590089,451
2,4,501,0.125,,,1.016632431,0.189512084,438
2,4,501,0.15,,,0.990994025,0.175471111,426
2,4,501,0.175,,,0.976706109,0.167248816,413
2,4,501,0.2,,,0.961682197,0.16355802,401
2,4,501,0.225,,,0.960616783,0.159801573,388
2,4,501,0.25,,,0.954199507,0.156240039,376
2,4,501,0.375,,,1.070789291,0.18771871,314
2,4,501,0.5,,,1.313196506,0.340318096,252
2,4,632,0,,,1.839910426,1.127538481,632
2,4,632,0.005,,,1.404439109,0.507179282,628
2,4,632,0.01,,,1.335027165,0.413683508,625
2,4,632,0.015,,,1.274540861,0.375662648,622
2,4,632,0.02,,,1.244232375,0.348485133,619
2,4,632,0.025,,,1.213213542,0.324310746,616
2,4,632,0.05,,,1.122842213,0.25232869,600
2,4,632,0.075,,,1.079298933,0.219494549,584
2,4,632,0.1,,,1.03786428,0.198719033,569
2,4,632,0.125,,,1.006378291,0.182042488,553
2,4,632,0.15,,,0.982801819,0.170968734,537
2,4,632,0.175,,,0.966166305,0.16313485,521
2,4,632,0.2,,,0.944162364,0.157914446,506
2,4,632,0.225,,,0.940430954,0.155573819,490
2,4,632,0.25,,,0.948258686,0.154409282,474
2,4,632,0.375,,,1.063860361,0.19213856,395
2,4,632,0.5,,,1.293318433,0.320496215,317
2,4,795,0,,,1.893363138,1.194434335,795
2,4,795,0.005,,,1.397545113,0.505302513,791
2,4,795,0.01,,,1.313870651,0.425547826,787
2,4,795,0.015,,,1.279693053,0.377859989,783
2,4,795,0.02,,,1.232968436,0.346099386,779
2,4,795,0.025,,,1.205062558,0.321819986,775
2,4,795,0.05,,,1.137704118,0.265078323,755
2,4,795,0.075,,,1.08009284,0.225770266,735
2,4,795,0.1,,,1.040412983,0.207139027,715
2,4,795,0.125,,,1.007246057,0.185884826,696
2,4,795,0.15,,,0.983272621,0.174615188,676
2,4,795,0.175,,,0.958070926,0.16509337,656
2,4,795,0.2,,,0.938996136,0.158788721,636
2,4,795,0.225,,,0.934596371,0.155149585,616
2,4,795,0.25,,,0.934971809,0.154551915,597
2,4,795,0.375,,,1.032509508,0.179170015,498
2,4,795,0.5,,,1.253708495,0.290227704,399
2,4,1001,0,,,1.896989228,1.206386444,1001
2,4,1001,0.005,,,1.40379186,0.512668557,996
2,4,1001,0.01,,,1.315634728,0.42612731,991
2,4,1001,0.015,,,1.273765016,0.374203942,986
2,4,1001,0.02,,,1.240428583,0.342977085,981
2,4,1001,0.025,,,1.21230554,0.324735795,976
2,4,1001,0.05,,,1.134334083,0.25631625,951
2,4,1001,0.075,,,1.076410469,0.222103298,926
2,4,1001,0.1,,,1.042106574,0.197245778,901
2,4,1001,0.125,,,1.011453668,0.181611198,876
2,4,1001,0.15,,,0.981677222,0.168635988,851
2,4,1001,0.175,,,0.954159159,0.16081351,826
2,4,1001,0.2,,,0.936779137,0.156567186,801
2,4,1001,0.225,,,0.929624596,0.152922043,776
2,4,1001,0.25,,,0.932013853,0.15012531,751
2,4,1001,0.375,,,1.011518055,0.176065498,626
2,4,1001,0.5,,,1.220581065,0.281168892,502
2,4,1261,0,,,1.945012915,1.285001926,1261
2,4,1261,0.005,,,1.408632996,0.507789485,1254
2,4,1261,0.01,,,1.328494802,0.428688766,1248
2,4,1261,0.015,,,1.282788707,0.374807437,1242
2,4,1261,0.02,,,1.253697602,0.353444207,1235
2,4,1261,0.025,,,1.220031684,0.326219524,1229
2,4,1261,0.05,,,1.136121114,0.257232778,1198
2,4,1261,0.075,,,1.093490631,0.225351094,1166
2,4,1261,0.1,,,1.046598641,0.201981804,1135
2,4,1261,0.125,,,1.011661284,0.185601737,1103
2,4,1261,0.15,,,0.989198437,0.170540063,1072
2,4,1261,0.175,,,0.959502135,0.160864526,1040
2,4,1261,0.2,,,0.941685642,0.155498508,1009
2,4,1261,0.225,,,0.946154131,0.15490257,977
2,4,1261,0.25,,,0.940836512,0.150865967,946
2,4,1261,0.375,,,1.024524165,0.176780984,789
2,4,1261,0.5,,,1.222229644,0.279361281,632
2,4,1588,0,,,1.961358477,1.3453313,1588
2,4,1588,0.005,,,1.381386191,0.489023149,1580
2,4,1588,0.01,,,1.322408833,0.416947207,1572
2,4,1588,0.015,,,1.279050152,0.376587578,1564
2,4,1588,0.02,,,1.245805316,0.352865271,1556
2,4,1588,0.025,,,1.223054537,0.334415261,1548
2,4,1588,0.05,,,1.142290861,0.264957752,1508
2,4,1588,0.075,,,1.088699442,0.229278459,1469
2,4,1588,0.1,,,1.044729377,0.205521564,1429
2,4,1588,0.125,,,1.010360588,0.188947379,1389
2,4,1588,0.15,,,0.986617446,0.171629026,1350
2,4,1588,0.175,,,0.970991308,0.16515569,1310
2,4,1588,0.2,,,0.954217548,0.156493736,1270
2,4,1588,0.225,,,0.940710717,0.152265039,1231
2,4,1588,0.25,,,0.938153872,0.152564483,1191
2,4,1588,0.375,,,1.009141668,0.174742423,993
2,4,1588,0.5,,,1.200700372,0.278096309,795
2,4,2000,0,,,2.001295497,1.401073423,2000
2,4,2000,0.005,,,1.388707838,0.495495587,1990
2,4,2000,0.01,,,1.314852374,0.410842478,1980
2,4,2000,0.015,,,1.272788227,0.372193737,1970
2,4,2000,0.02,,,1.235419926,0.341028503,1960
2,4,2000,0.025,,,1.209415422,0.31925874,1950
2,4,2000,0.05,,,1.141445345,0.264845769,1900
2,4,2000,0.075,,,1.094160655,0.234287306,1850
2,4,2000,0.1,,,1.053620846,0.209887351,1800
2,4,2000,0.125,,,1.014655649,0.19033283,1750
2,4,2000,0.15,,,0.990941426,0.178834825,1700
2,4,2000,0.175,,,0.969202956,0.16851526,1650
2,4,2000,0.2,,,0.950835654,0.15993046,1600
2,4,2000,0.225,,,0.946577043,0.155451318,1550
2,4,2000,0.25,,,0.941187866,0.152563306,1500
2,4,2000,0.375,,,1.024120679,0.180502946,1250
2,4,2000,0.5,,,1.212402448,0.276233492,1001
2,5,50,0,,,1.284997875,0.454118489,50
2,5,50,0.005,,,1.280416181,0.406819634,49
2,5,50,0.01,,,1.176264684,0.332981668,49
2,5,50,0.015,,,1.11006776,0.291507732,49
2,5,50,0.02,,,1.076928323,0.277985311,49
2,5,50,0.025,,,1.141345874,0.284674942,48
2,5,50,0.05,,,1.067723624,0.225428017,47
2,5,50,0.075,,,1.038762104,0.198456726,46
2,5,50,0.1,,,1.01926454,0.18845443,45
2,5,50,0.125,,,1.03059055,0.185954883,44
2,5,50,0.15,,,1.121819525,0.184090392,42
2,5,50,0.175,,,1.139841416,0.182668379,41
2,5,50,0.2,,,1.159522992,0.188802462,40
2,5,50,0.225,,,1.191178953,0.202763769,39
2,5,50,0.25,,,1.220834261,0.21462999,38
2,5,50,0.375,,,1.645373963,0.425501941,32
2,5,50,0.5,,,2.444060752,1.199846458,26
2,5,63,0,,,1.313760146,0.455149345,63
2,5,63,0.005,,,1.273070493,0.404346446,62
2,5,63,0.01,,,1.168009869,0.328435979,62
2,5,63,0.015,,,1.125192052,0.300365761,62
2,5,63,0.02,,,1.144348095,0.299698912,61
2,5,63,0.025,,,1.098380708,0.269967399,61
2,5,63,0.05,,,1.044108521,0.230033264,60
2,5,63,0.075,,,1.031266296,0.205131753,58
2,5,63,0.1,,,1.003494475,0.191564605,57
2,5,63,0.125,,,1.019949374,0.178194885,55
2,5,63,0.15,,,1.023289464,0.17775817,54
2,5,63,0.175,,,1.073917278,0.179151933,52
2,5,63,0.2,,,1.082364768,0.178503036,51
2,5,63,0.225,,,1.158790033,0.193219241,49
2,5,63,0.25,,,1.151739349,0.196522283,48
2,5,63,0.375,,,1.585026393,0.402816762,40
2,5,63,0.5,,,2.170758575,0.931094092,33
2,5,79,0,,,1.321606593,0.467773187,79
2,5,79,0.005,,,1.269121441,0.39379328,78
2,5,79,0.01,,,1.174032451,0.326650787,78
2,5,79,0.015,,,1.200505775,0.331248867,77
2,5,79,0.02,,,1.136333601,0.287141076,77
2,5,79,0.025,,,1.103613376,0.274870046,77
2,5,79,0.05,,,1.044519995,0.227609926,75
2,5,79,0.075,,,1.015791833,0.206963211,73
2,5,79,0.1,,,1.00094234,0.189495724,71
2,5,79,0.125,,,0.996295128,0.17894313,69
2,5,79,0.15,,,1.005192508,0.175109565,67
2,5,79,0.175,,,1.029154333,0.17372972,65
2,5,79,0.2,,,1.061738436,0.177762485,63
2,5,79,0.225,,,1.126505534,0.186811707,61
2,5,79,0.25,,,1.089719496,0.186031861,60
2,5,79,0.375,,,1.484618316,0.357563277,50
2,5,79,0.5,,,2.004418473,0.815771869,41
2,5,100,0,,,1.382890159,0.519267817,100
2,5,100,0.005,,,1.284064988,0.395366267,99
2,5,100,0.01,,,1.18823668,0.335198972,99
2,5,100,0.015,,,1.194495506,0.325949824,98
2,5,100,0.02,,,1.13601023,0.292375523,98
2,5,100,0.025,,,1.140794284,0.284149345,97
2,5,100,0.05,,,1.046781703,0.226641896,95
2,5,100,0.075,,,1.028281965,0.209352015,92
2,5,100,0.1,,,1.000969949,0.18931318,90
2,5,100,0.125,,,1.000395744,0.178067955,87
2,5,100,0.15,,,0.988644766,0.171726415,85
2,5,100,0.175,,,1.024324366,0.167632407,82
2,5,100,0.2,,,1.024826218,0.166751183,80
2,5,100,0.225,,,1.106064134,0.177192414,77
2,5,100,0.25,,,1.115607181,0.181732731,75
2,5,100,0.375,,,1.401273758,0.32591907,63
2,5,100,0.5,,,1.948748018,0.794405912,51
2,5,126,0,,,1.391305006,0.535444608,126
2,5,126,0.005,,,1.262934449,0.384012922,125
2,5,126,0.01,,,1.245868286,0.369649373,124
2,5,126,0.015,,,1.17143561,0.313972218,124
2,5,126,0.02,,,1.13794242,0.298630141,123
2,5,126,0.025,,,1.155480265,0.293491322,122
2,5,126,0.05,,,1.065198454,0.235398894,119
2,5,126,0.075,,,1.024516867,0.210026665,116
2,5,126,0.1,,,0.995575187,0.1879849,113
2,5,126,0.125,,,0.985712235,0.175985487,110
2,5,126,0.15,,,0.977671253,0.17140887,107
2,5,126,0.175,,,0.981419907,0.168225109,104
2,5,126,0.2,,,0.977056246,0.165063282,101
2,5,126,0.225,,,1.01411014,0.165878723,98
2,5,126,0.25,,,1.026784905,0.170373173,95
2,5,126,0.375,,,1.366578604,0.306526186,79
2,5,126,0.5,,,1.849679384,0.697618848,64
2,5,158,0,,,1.411388901,0.534431975,158
2,5,158,0.005,,,1.248034475,0.380144218,157
2,5,158,0.01,,,1.207809783,0.34416259,156
2,5,158,0.015,,,1.182704688,0.320511506,155
2,5,158,0.02,,,1.17660413,0.31294224,154
2,5,158,0.025,,,1.129166129,0.279964954,154
2,5,158,0.05,,,1.079112417,0.235348589,150
2,5,158,0.075,,,1.028986454,0.207724146,146
2,5,158,0.1,,,0.997365163,0.192461319,142
2,5,158,0.125,,,0.984157631,0.176744255,138
2,5,158,0.15,,,0.973435394,0.172144833,134
2,5,158,0.175,,,0.96172294,0.16487229,130
2,5,158,0.2,,,0.992921614,0.164968201,126
2,5,158,0.225,,,1.008590282,0.166780767,122
2,5,158,0.25,,,1.005347996,0.167732619,119
2,5,158,0.375,,,1.291505349,0.273115918,99
2,5,158,0.5,,,1.703002209,0.601163405,80
2,5,199,0,,,1.44626068,0.573809941,199
2,5,199,0.005,,,1.25617479,0.394416259,198
2,5,199,0.01,,,1.214543602,0.351314996,197
2,5,199,0.015,,,1.189481906,0.324541923,196
2,5,199,0.02,,,1.165895926,0.299941953,195
2,5,199,0.025,,,1.141461346,0.281525233,194
2,5,199,0.05,,,1.078801802,0.234194665,189
2,5,199,0.075,,,1.032130048,0.208258324,184
2,5,199,0.1,,,1.003611465,0.190970188,179
2,5,199,0.125,,,0.980677105,0.180626636,174
2,5,199,0.15,,,0.970752935,0.165822952,169
2,5,199,0.175,,,0.964134164,0.164123405,164
2,5,199,0.2,,,0.979949491,0.164826469,159
2,5,199,0.225,,,1.003600489,0.166313855,154
2,5,199,0.25,,,1.003069987,0.167872395,150
2,5,199,0.375,,,1.237507304,0.259256146,125
2,5,199,0.5,,,1.645353935,0.524945367,101
2,5,251,0,,,1.443180047,0.566151932,251
2,5,251,0.005,,,1.280456341,0.398744606,249
2,5,251,0.01,,,1.199334691,0.336279306,248
2,5,251,0.015,,,1.164176126,0.299882772,247
2,5,251,0.02,,,1.132123901,0.279684199,246
2,5,251,0.025,,,1.130320194,0.271893439,244
2,5,251,0.05,,,1.073230449,0.22772811,238
2,5,251,0.075,,,1.029724026,0.202490071,232
2,5,251,0.1,,,0.988015173,0.185060301,226
2,5,251,0.125,,,0.968265977,0.175057819,220
2,5,251,0.15,,,0.956644559,0.164522288,213
2,5,251,0.175,,,0.941276093,0.157960296,207
2,5,251,0.2,,,0.937945907,0.154594993,201
2,5,251,0.225,,,0.946540362,0.153924538,195
2,5,251,0.25,,,0.944135164,0.155614627,189
2,5,251,0.375,,,1.145760848,0.222731266,158
2,5,251,0.5,,,1.541153487,0.486875629,127
2,5,316,0,,,1.474567652,0.604512032,316
2,5,316,0.005,,,1.272088346,0.389650062,314
2,5,316,0.01,,,1.249407652,0.355241395,312
2,5,316,0.015,,,1.193100476,0.312984349,311
2,5,316,0.02,,,1.182118834,0.303209954,309
2,5,316,0.025,,,1.14902227,0.276040742,308
2,5,316,0.05,,,1.085546769,0.235006041,300
2,5,316,0.075,,,1.031683458,0.21230471,292
2,5,316,0.1,,,1.002239553,0.19165335,284
2,5,316,0.125,,,0.982629314,0.183338095,276
2,5,316,0.15,,,0.952365805,0.171842816,268
2,5,316,0.175,,,0.933858392,0.161896229,261
2,5,316,0.2,,,0.942669335,0.158275734,253
2,5,316,0.225,,,0.94998015,0.158722277,245
2,5,316,0.25,,,0.978768186,0.15956206,237
2,5,316,0.375,,,1.174525029,0.220501991,198
2,5,316,0.5,,,1.506982911,0.447803237,159
2,5,398,0,,,1.481525537,0.618880505,398
2,5,398,0.005,,,1.26416707,0.388718821,396
2,5,398,0.01,,,1.218291952,0.338884651,394
2,5,398,0.015,,,1.191925615,0.305956525,392
2,5,398,0.02,,,1.15972438,0.284426257,390
2,5,398,0.025,,,1.140066285,0.271536667,388
2,5,398,0.05,,,1.080812109,0.229651171,378
2,5,398,0.075,,,1.034229042,0.200838882,368
